IndicatorCode,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45
YEAR,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MWI,,,,,101.0,11.0,119.0,,100.0,137.0,146.0,167.0,158.0,,,,,1.444,,1.638,,0.365,0.583,1.61,1.502,1.815,0.0,,0.0,,0.0,0.0,,0.0,1.0,,,,,15.035,18.849,18.795,,15.055,11.815,18.13,19.301,15.747,,,,,531.0,532.0,512.0,,604.0,,677.0,722.0,734.0,,,,,29.351,28.568,28.22,,31.574,,33.18,34.493,33.895,,,,,42.0,35.0,47.0,,24.0,54.0,140.0,191.0,193.0,,,,,2.32152,1.87949,2.5905,,1.25,2.715,6.86,9.125,8.912,,,,,11.0,,13.0,,3.0,5.0,14.0,17.0,16.0,,,0.0,,0.0,,0.0,0.0,2.0,1.0,5.0,,,,,759.0,321.0,,,,,,272.0,351.0,341.0,,288.0,235.0,370.0,404.0,341.0
MYS,110.0,87.0,86.0,75.0,52.0,60.0,43.0,65.0,61.0,36.0,53.0,67.0,73.0,3.221,3.434,2.893,1.456,0.794,2.38,1.319,1.189,0.791,0.778,1.3,1.451,1.549,85.0,74.0,62.0,71.0,53.0,63.0,65.0,85.0,78.0,11.115,10.297,10.203,6.924,6.605,6.198,5.773,6.103,5.407,4.229,4.83,6.966,7.565,496.0,353.0,360.0,341.0,221.0,279.0,288.0,382.0,477.0,450.0,195.0,255.0,340.0,16.963,11.879,11.925,11.24262,7.086,8.822,9.135,11.956,14.738,13.403,5.75,7.433,9.562,9.0,8.0,5.0,8.0,7.0,7.0,10.0,15.0,15.0,12.0,17.0,29.0,17.0,0.30853,0.2693,0.16541,0.26039,0.22445,0.22135,0.31718,0.47,0.46,0.357,0.5,0.845,0.478,25.0,26.0,22.0,11.0,6.0,18.0,10.0,9.0,6.0,6.0,10.0,15.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,263.0,237.0,190.0,218.0,187.0,194.0,216.0,325.0,306.0,308.0,210.0,206.0,196.0,182.0,195.0,175.0,142.0,164.0,239.0,269.0
NAM,,,,,,0.0,6.0,2.0,14.0,,16.0,11.0,11.0,,,,,,,2.24,0.0,0.0,,1.08,0.841,0.0,,,,0.0,,,,9.0,,,,,,,4.341,6.944,8.819,10.626,,13.25,9.6,6.6,,,,,,11.0,,38.0,26.0,,31.0,67.0,39.0,,,,,,4.341,,15.233,10.233,,12.08,25.728,12.871,,,,,,4.0,0.0,0.0,1.0,,5.0,4.0,0.0,,,,,,1.57866,0.0,0.0,0.39,,1.95,1.536,0.0,,,,,,,2.0,0.0,0.0,,1.0,1.0,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,4.0,42.0,6.0,,,,,,11.0,17.0,22.0,27.0,,34.0,25.0,20.0
NER,186.0,188.0,172.0,163.0,157.0,125.0,143.0,151.0,127.0,135.0,167.0,152.0,153.0,0.671,0.43,0.621,0.299,0.958,0.922,1.067,0.344,0.94,1.619,1.8,2.343,1.191,0.0,0.0,0.0,0.0,23.0,9.0,3.0,6.0,4.0,27.044,23.778,21.743,18.996,16.93,12.944,14.125,14.285,10.16,12.038,14.16,13.859,11.949,373.0,375.0,774.0,381.0,312.0,285.0,310.0,632.0,1164.0,15.0,690.0,302.0,301.0,21.74,21.03,41.759,19.14658,15.092,13.27,13.813,27.112,48.09,0.594,26.33,11.102,11.135,65.0,75.0,101.0,95.0,83.0,66.0,58.0,83.0,88.0,68.0,93.0,72.0,52.0,3.66576,4.07025,5.27464,4.7746,4.0149,3.07301,2.58435,3.71951,3.64,2.693,3.55,2.647,1.924,6.0,4.0,6.0,3.0,10.0,10.0,12.0,4.0,11.0,20.0,23.0,38.0,15.0,0.0,,4.0,1.0,10.0,1.0,3.0,3.0,4.0,6.0,0.0,,655.0,610.0,486.0,555.0,447.0,364.0,464.0,424.0,403.0,378.0,350.0,278.0,317.0,333.0,246.0,304.0,371.0,377.0,323.0
NGA,1604.0,1392.0,1277.0,1191.0,1082.0,1036.0,869.0,,,902.0,918.0,983.0,758.0,4.493,3.008,3.502,3.304,2.122,2.191,1.456,2.776,0.97,2.295,1.65,1.258,1.362,0.0,,,,4.0,7.0,9.0,,0.0,22.537,19.497,16.71,15.872,7.323,12.819,10.696,12.062,6.874,11.237,10.95,10.835,7.607,3915.0,3626.0,3147.0,3234.0,2870.0,11230.0,2656.0,3365.0,31.0,1037.0,2489.0,2527.0,1942.0,23.188,20.885,17.629,17.74953,7.85,58.831,13.56,16.744,0.15,4.859,11.39,11.291,8.346,526.0,447.0,411.0,447.0,377.0,361.0,306.0,369.0,,270.0,320.0,252.0,204.0,3.1441,2.60142,2.32913,2.46714,2.02699,1.89118,1.56222,1.65,,1.265,1.46,1.126,0.877,332.0,299.0,273.0,264.0,174.0,184.0,125.0,276.0,87.0,212.0,155.0,151.0,130.0,,,134.0,0.0,6.0,19.0,,8.0,8.0,19.0,3.0,5024.0,3544.0,4665.0,4899.0,4219.0,3913.0,,3805.0,3385.0,2983.0,2892.0,2687.0,2447.0,2095.0,2424.0,1417.0,2398.0,2393.0,2425.0,1770.0
NIC,4.0,11.0,5.0,4.0,1.0,1.0,3.0,5.0,2.0,7.0,1.0,0.0,3.0,1.032,0.512,1.6,0.0,0.0,0.0,0.541,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.335,3.454,2.431,1.315,0.163,0.94,0.928,1.375,0.906,2.04,0.58,0.993,0.868,21.0,15.0,7.0,5.0,6.0,7.0,6.0,9.0,0.0,14.0,4.0,2.0,6.0,3.505,2.467,1.135,0.82209,0.976,1.126,0.928,1.375,0.0,2.04,0.58,0.284,0.868,0.0,2.0,0.0,,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.33638,0.0,,0.0,0.0,0.15467,0.0,0.151,0.584,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,1.0,6.0,,6.0,8.0,21.0,15.0,8.0,1.0,6.0,6.0,9.0,6.0,14.0,4.0,7.0,6.0
NIU,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,,
NLD,,,,,0.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,0.0,0.711,0.0,,0.0,,,0.0,,5.0,3.0,2.0,,3.0,,1.0,2.0,,,,,,0.294,0.176,0.117,,0.233,,0.1,0.114,,,,,,0.0,9.0,2.0,,,,0.0,0.0,,,,,,0.0,0.528,0.117,,,,0.0,0.0,,,,,,0.0,0.0,0.0,,1.0,,0.0,1.0,,,,,,0.0,0.0,0.0,,0.06,,0.0,0.057,,,,,,0.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,5.0,3.0,2.0,,4.0,,1.0,2.0,
NOR,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,0.18,0.0,0.0,,,,,,0.0,,0.0,0.0,,1.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.18,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,1.0,,,,,0.0,,0.0,,0.0,0.0,,1.0,0.0,0.0
NPL,1120.0,1043.0,1115.0,932.0,1169.0,1348.0,1375.0,1576.0,918.0,880.0,989.0,1049.0,1042.0,24.28,15.492,18.801,22.4,25.475,25.778,23.836,34.65,16.916,14.273,8.27,15.166,16.134,,600.0,784.0,562.0,451.0,221.0,561.0,0.0,456.0,127.1,116.018,108.319,96.48,105.373,109.708,115.64,134.365,79.075,79.707,74.8,81.627,83.37,2612.0,2425.0,2382.0,2427.0,2559.0,2626.0,2882.0,2921.0,2434.0,2418.0,2373.0,2510.0,2706.0,95.07,87.238,84.706,85.11698,88.294,89.609,102.578,102.102,83.537,80.506,77.68,81.239,91.262,111.0,88.0,123.0,119.0,109.0,87.0,133.0,254.0,101.0,135.0,170.0,189.0,157.0,4.01448,3.14451,4.34273,4.15267,3.76085,2.96878,4.73382,8.88,3.47,4.495,5.57,6.117,5.295,231.0,131.0,169.0,197.0,220.0,220.0,202.0,293.0,142.0,126.0,73.0,181.0,136.0,,,0.0,,2.0,2.0,6.0,1.0,4.0,8.0,2.0,6150.0,4253.0,4436.0,4708.0,4394.0,3118.0,3184.0,3492.0,3225.0,3046.0,2751.0,3054.0,3215.0,3249.0,3844.0,2304.0,2394.0,2285.0,2522.0,2472.0
NRU,1.0,1.0,0.0,1.0,,,0.0,1.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,411.523,,0.0,,,,0.0,0.0,,0.0,,0.0,,199.422,198.965,0.0,195.669,,,749.766,1114.827,,239.77,,0.0,,8.0,2.0,0.0,2.0,,,8.0,8.0,,10.0,,0.0,,797.687,198.965,0.0,195.66917,,,749.766,743.218,,799.233,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,,,,3.0,2.0,3.0,2.0,,2.0,2.0,0.0,2.0,,,8.0,12.0,,3.0,,0.0,
NZL,0.0,1.0,0.0,0.0,,2.0,0.0,1.0,1.0,3.0,1.0,,,0.0,0.0,,1.09,,0.0,,0.0,0.0,0.0,0.0,,,,3.0,3.0,6.0,3.0,,0.0,,,0.224,0.666,0.879,0.662,,0.638,0.632,1.254,0.622,0.975,0.77,,,1.0,3.0,,0.0,,,3.0,,,5.0,4.0,,,0.224,0.666,,0.0,,,0.632,,,0.975,0.77,,,,0.0,,0.0,,,,,,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,0.0,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,3.0,1.0,1.0,3.0,4.0,3.0,,3.0,3.0,6.0,3.0,5.0,4.0,,
OMN,2.0,2.0,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,,2.112,1.376,1.528,0.891,0.447,0.643,0.828,0.402,0.392,0.221,0.0,0.215,0.189,3.0,5.0,6.0,2.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.905,1.376,1.528,0.44538,0.226,0.216,0.207,0.0,,0.0,0.0,0.215,0.189,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.28863,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,7.0,5.0,6.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
PAK,164.0,2.0,251.0,215.0,177.0,200.0,189.0,190.0,100.0,145.0,132.0,121.0,85.0,0.376,0.645,0.509,0.444,0.535,0.443,0.353,0.303,0.182,0.292,0.22,0.142,0.13,1.0,3.0,7.0,2.0,2.0,8.0,,0.0,3.0,2.104,2.366,2.706,2.361,2.055,2.046,1.611,1.602,1.019,1.232,1.1,0.981,0.864,764.0,657.0,586.0,532.0,514.0,502.0,437.0,438.0,353.0,358.0,327.0,296.0,265.0,4.264,3.607,3.165,2.81593,2.66,2.548,2.059,2.022,1.598,1.547,1.39,1.231,1.055,89.0,66.0,90.0,85.0,61.0,72.0,50.0,54.0,31.0,48.0,45.0,50.0,44.0,0.50025,0.36321,0.48505,0.44883,0.31573,0.36545,0.2356,0.25,0.14,0.207,0.19,0.208,0.175,26.0,49.0,35.0,31.0,38.0,32.0,26.0,23.0,14.0,25.0,19.0,16.0,12.0,,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,551.0,476.0,496.0,447.0,527.0,396.0,429.0,377.0,431.0,501.0,446.0,397.0,403.0,342.0,347.0,225.0,285.0,259.0,236.0,217.0
PAN,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.879,0.0,0.87,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.789,0.776,0.509,0.509,0.496,0.244,0.239,0.471,1.622,0.919,1.59,0.895,0.886,6.0,8.0,4.0,2.0,2.0,1.0,1.0,2.0,7.0,4.0,7.0,4.0,4.0,1.578,2.07,1.019,0.50902,0.496,0.244,0.239,0.471,1.622,0.919,1.59,0.895,0.886,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.53009,0.52104,0.25615,0.25194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,1.0,,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,4.0,7.0,4.0,4.0
PER,5.0,5.0,1.0,10.0,2.0,1.0,5.0,9.0,7.0,3.0,6.0,6.0,5.0,0.0,0.244,0.0,0.353,0.0,0.0,0.115,0.122,0.123,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,5.0,1.067,0.889,0.715,1.02,0.724,0.342,0.875,0.738,0.485,0.415,0.79,0.815,0.935,52.0,38.0,30.0,40.0,37.0,22.0,45.0,47.0,33.0,28.0,37.0,46.0,43.0,1.734,1.251,0.975,1.27483,1.164,0.684,1.407,1.446,1.001,0.83,1.09,1.339,1.257,3.0,2.0,4.0,4.0,3.0,1.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,0.09947,0.06543,0.12914,0.12748,0.09442,0.03109,0.25008,0.09,0.06,0.03,0.06,0.058,0.058,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.0,19.0,13.0,27.0,13.0,21.0,32.0,27.0,22.0,32.0,23.0,11.0,28.0,24.0,16.0,14.0,27.0,28.0,32.0
PHL,704.0,523.0,508.0,456.0,589.0,635.0,732.0,608.0,310.0,266.0,332.0,408.0,549.0,4.573,3.551,3.855,3.981,2.686,3.837,4.379,3.005,2.825,1.519,1.57,2.141,4.584,,,,,0.0,,,0.0,0.0,22.232,17.572,16.534,16.058,16.657,18.142,20.403,19.627,10.495,8.491,8.7,11.565,14.735,2485.0,2963.0,508.0,2559.0,4316.0,4126.0,4970.0,3235.0,2522.0,65.0,,2780.0,3355.0,25.696,30.114,5.075,25.41227,41.773,39.326,46.6,29.921,23.015,0.571,,23.692,28.961,86.0,72.0,56.0,60.0,68.0,36.0,51.0,37.0,15.0,26.0,29.0,40.0,18.0,0.88782,0.73111,0.55943,0.58988,0.65815,0.34312,0.47819,0.34,0.14,0.228,0.25,0.341,0.155,148.0,117.0,126.0,131.0,89.0,128.0,147.0,99.0,93.0,53.0,55.0,99.0,148.0,,,0.0,,,,0.0,,0.0,0.0,0.0,3130.0,2517.0,2514.0,2373.0,1795.0,2041.0,1818.0,2150.0,1729.0,1655.0,1617.0,1721.0,1908.0,2176.0,2122.0,1150.0,967.0,1005.0,1357.0,1707.0
PLW,1.0,1.0,2.0,1.0,1.0,,0.0,1.0,,1.0,0.0,2.0,1.0,282.646,548.847,0.0,0.0,0.0,,0.0,0.0,,,0.0,198.965,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,96.367,143.424,94.809,93.937,93.011,,55.844,166.657,,110.96,55.39,221.508,113.02,6.0,5.0,4.0,3.0,3.0,,1.0,4.0,,2.0,2.0,5.0,2.0,289.101,239.04,189.618,140.90598,139.516,,55.844,222.21,,110.96,110.77,276.886,113.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,2.0,6.0,4.0,5.0,4.0,3.0,,2.0,3.0,2.0,2.0,2.0,,1.0,3.0,,2.0,1.0,4.0,2.0
PNG,94.0,128.0,189.0,168.0,140.0,218.0,197.0,241.0,168.0,96.0,159.0,105.0,121.0,19.758,26.009,8.847,39.747,29.662,63.648,44.713,57.798,34.027,28.772,32.53,12.554,23.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.486,52.04,72.23,50.923,44.032,70.657,58.329,65.747,52.867,47.741,48.8,28.945,34.794,608.0,650.0,381.0,658.0,439.0,632.0,626.0,457.0,700.0,559.0,543.0,609.0,445.0,84.833,88.783,50.962,86.3594,54.298,76.595,72.737,52.073,78.238,56.184,53.54,58.955,42.074,11.0,9.0,28.0,42.0,37.0,45.0,26.0,49.0,50.0,45.0,20.0,15.0,21.0,1.48032,1.18532,3.61021,5.30315,4.57638,5.45377,3.02103,5.58,5.59,4.523,1.97,1.452,1.986,57.0,81.0,26.0,118.0,89.0,193.0,137.0,180.0,107.0,99.0,113.0,57.0,84.0,4.0,,4.0,10.0,7.0,11.0,9.0,2.0,2.0,1.0,1.0,381.0,385.0,270.0,422.0,435.0,281.0,302.0,283.0,381.0,540.0,388.0,356.0,583.0,502.0,577.0,473.0,475.0,495.0,299.0,368.0
POL,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,
PRK,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,,,,,2.0,,0.0,2.0,,,,,6.0,,,,,0.0,,0.0,0.0,,,,,0.0,4.0,,3.0,6.0,,,,,16.0,,,,0.193,0.386,,0.488,0.587,,,,,1.631,,,,,0.0,,7.0,,,,,,17.0,,,,,0.0,,0.683,,,,,,1.631,,,,,2.0,,,0.0,,,,,5.0,,,,,0.19283,,,0.0,,,,,0.48,,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,12.0,,9.0,15.0,,,,,2.0,4.0,,5.0,6.0,,,,,17.0
PRY,187.0,127.0,121.0,148.0,116.0,107.0,116.0,111.0,70.0,106.0,85.0,101.0,102.0,8.78,6.811,6.443,6.946,3.971,3.963,5.921,2.919,2.426,3.598,2.04,0.779,1.514,3.0,0.0,14.0,13.0,3.0,8.0,2.0,4.0,3.0,77.011,59.833,54.643,63.412,50.704,47.128,49.597,49.399,27.76,41.917,37.75,41.973,40.265,507.0,509.0,426.0,458.0,402.0,382.0,402.0,445.0,264.0,309.0,316.0,321.0,346.0,75.815,74.828,61.582,68.98502,59.774,56.083,57.791,63.169,37.014,46.093,46.6,46.783,49.934,40.0,50.0,37.0,44.0,39.0,38.0,43.0,39.0,21.0,25.0,25.0,44.0,45.0,6.27036,7.73307,5.64663,6.62738,5.799,5.57897,6.18165,5.54,2.94,3.729,3.69,6.413,6.494,18.0,14.0,13.0,14.0,8.0,8.0,12.0,6.0,5.0,7.0,4.0,2.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,480.0,404.0,403.0,487.0,404.0,392.0,468.0,515.0,407.0,378.0,421.0,341.0,321.0,345.0,348.0,198.0,281.0,256.0,288.0,279.0
QAT,1.0,0.0,0.0,0.0,2.0,1.0,,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,,22.0,0.0,23.0,17.0,33.0,21.0,11.704,11.989,21.165,11.631,14.009,7.957,0.0,7.768,9.719,8.556,6.31,12.148,6.889,13.0,24.0,24.0,24.0,48.0,,,14.0,30.0,26.0,27.0,26.0,39.0,6.34,11.067,10.582,10.73655,18.678,,,4.943,10.413,9.672,10.02,9.572,12.794,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.97,3.313,2.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,,38.0,46.0,35.0,25.0,24.0,26.0,48.0,26.0,36.0,21.0,0.0,22.0,28.0,23.0,17.0,33.0,21.0
ROU,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,10.0,10.0,,,2.0,,,0.0,0.0,,,,,0.506,0.508,,,0.104,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,,,0.0,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0
RUS,,,,,,,0.0,,1.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,1.0,,,,,0.0,,,0.021,,0.041,,,0.007,,,,,,,,7.0,,9.0,,,15.0,,,,,,,,0.048,,0.062,,,0.104,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,,,,,0.0,,,3.0,,6.0,,,1.0,
